Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ);MOL-Abweichung
15.11.2025;CET;23:00;23:15;MW;8,155;1,981;22,756;2,534;35,426;0,063;0,199;3,202;3,652;7,116;0
15.11.2025;CET;23:15;23:30;MW;6,906;0,497;12,434;0,345;20,182;0,251;0,442;3,604;3,74;8,037;0
15.11.2025;CET;23:30;23:45;MW;0,065;0;0,115;0;0,18;6,001;4,673;23,883;23,644;58,201;0
15.11.2025;CET;23:45;00:00;MW;0;0;0,338;0,261;0,599;6,826;0,718;19,515;13,157;40,216;0
16.11.2025;CET;00:00;00:15;MW;0,102;0,006;0,293;0,361;0,762;7,637;3,712;13,012;11,187;35,548;0
16.11.2025;CET;00:15;00:30;MW;0,159;0;0,278;0,23;0,667;0,922;0,676;3,26;5,787;10,645;0
16.11.2025;CET;00:30;00:45;MW;0,118;0,003;0,318;1,373;1,812;0,278;0,247;0,818;5,607;6,95;0
16.11.2025;CET;00:45;01:00;MW;0,061;0;0,204;0,584;0,849;0,899;2,139;1,888;1,762;6,688;0
16.11.2025;CET;01:00;01:15;MW;0,623;0,731;2,069;0,109;3,532;0,598;0,723;1,954;3,31;6,585;0
16.11.2025;CET;01:15;01:30;MW;2,25;2,297;12,334;0,252;17,133;0,376;0,103;2,402;2,075;4,956;0
16.11.2025;CET;01:30;01:45;MW;0,511;1,488;2,749;3,631;8,379;12,414;0,736;26,909;23,914;63,973;0
16.11.2025;CET;01:45;02:00;MW;0,216;0;0,216;0,645;1,077;1,392;0,366;6,637;4,215;12,61;0
16.11.2025;CET;02:00;02:15;MW;14,227;15,817;31,562;30,694;92,3;0,017;0,004;0,707;3;3,728;0
16.11.2025;CET;02:15;02:30;MW;16,147;17;33,432;24,467;91,046;0,007;0;1,226;0,478;1,711;0
16.11.2025;CET;02:30;02:45;MW;22,356;26,329;47,715;77,814;174,214;0;0;2,268;0,045;2,313;0
16.11.2025;CET;02:45;03:00;MW;4,949;6,793;22,124;5,234;39,1;0,103;0,054;2,596;1,777;4,53;0
16.11.2025;CET;03:00;03:15;MW;1,634;8,74;23,357;2,887;36,618;0,024;0;2,39;1,498;3,912;0
16.11.2025;CET;03:15;03:30;MW;10,588;14,784;43,356;80,118;148,846;0,001;0,601;2,168;2,019;4,789;0
16.11.2025;CET;03:30;03:45;MW;8,07;14,127;38,057;62,069;122,323;0,012;0;2,061;0,288;2,361;0
16.11.2025;CET;03:45;04:00;MW;7,479;12,25;39,565;49,88;109,174;0,02;0,001;1,606;0,069;1,696;0
16.11.2025;CET;04:00;04:15;MW;14,213;5,804;19,519;1,515;41,051;0,103;0,011;1,415;2,209;3,738;0
16.11.2025;CET;04:15;04:30;MW;1,553;1,187;2,292;0,541;5,573;0,48;0,301;2,088;2,587;5,456;0
16.11.2025;CET;04:30;04:45;MW;0,1;0;0,277;0,779;1,156;12,862;3;24,406;7,865;48,133;0
16.11.2025;CET;04:45;05:00;MW;0,851;0,022;1,247;0,23;2,35;0,813;0,431;2,976;2,899;7,119;0
16.11.2025;CET;05:00;05:15;MW;0,078;0;0,586;1,379;2,043;2,142;1,74;9,068;1,746;14,696;0
16.11.2025;CET;05:15;05:30;MW;0,337;0;0,304;0,896;1,537;0,922;0,278;3,544;0,585;5,329;0
16.11.2025;CET;05:30;05:45;MW;0,172;0,422;0,284;1,985;2,863;3,958;2,143;10,212;0,86;17,173;0
16.11.2025;CET;05:45;06:00;MW;2,699;0,28;6,206;0,679;9,864;0,847;0,484;2,542;0,862;4,735;0
16.11.2025;CET;06:00;06:15;MW;0,874;0,017;0,665;0,556;2,112;1,234;0,2;4,229;1,309;6,972;0
16.11.2025;CET;06:15;06:30;MW;0,085;0;0,419;0,627;1,131;0,421;0,196;2,49;2,313;5,42;0
16.11.2025;CET;06:30;06:45;MW;0,282;0;0,436;0,816;1,534;3,944;0,449;23,671;2,16;30,224;0
16.11.2025;CET;06:45;07:00;MW;0,25;0,019;0,305;2,065;2,639;10,817;0,336;29,998;3,071;44,222;0
16.11.2025;CET;07:00;07:15;MW;0,132;0;0,624;2,04;2,796;4,756;2,626;15,277;1,593;24,252;0
16.11.2025;CET;07:15;07:30;MW;0,804;0,013;0,367;2,296;3,48;0,306;0,372;3,243;5,932;9,853;0
16.11.2025;CET;07:30;07:45;MW;0;0,008;1,722;0,353;2,083;6,8;0,283;8,727;2,984;18,794;0
16.11.2025;CET;07:45;08:00;MW;0;0;0,51;1,307;1,817;23,085;4,897;55,851;14,351;98,184;0
16.11.2025;CET;08:00;08:15;MW;0,537;0;0,44;7,069;8,046;14,961;5,219;27,921;13,256;61,357;0
16.11.2025;CET;08:15;08:30;MW;3,368;0,002;0,253;3,146;6,769;0,66;4,176;19,785;2,294;26,915;0
16.11.2025;CET;08:30;08:45;MW;0,767;0,073;0,62;1,405;2,865;0,649;2,502;7,981;3,829;14,961;0
16.11.2025;CET;08:45;09:00;MW;0,582;0,45;1,415;6,605;9,052;0,038;0,672;2,402;7,27;10,382;0
16.11.2025;CET;09:00;09:15;MW;0,348;1,167;1,345;1,602;4,462;0,308;0,287;1,742;0,287;2,624;0
16.11.2025;CET;09:15;09:30;MW;3,167;5,796;14,586;7,268;30,817;0,035;0,109;1,863;1,266;3,273;0
16.11.2025;CET;09:30;09:45;MW;0,857;2,087;4,609;1,719;9,272;0,33;0,303;1,035;0,287;1,955;0
16.11.2025;CET;09:45;10:00;MW;8,086;11,379;46,916;17,872;84,253;0,037;0,035;0,821;0,381;1,274;0
16.11.2025;CET;10:00;10:15;MW;0,96;4,224;12,048;24,942;42,174;0,158;0,053;1,128;5,727;7,066;0
16.11.2025;CET;10:15;10:30;MW;0,744;1,311;1,814;1,229;5,098;0,056;0,166;1,692;1,75;3,664;0
16.11.2025;CET;10:30;10:45;MW;1,152;4,909;5,638;3,032;14,731;0,14;0,037;1,266;1,103;2,546;0
16.11.2025;CET;10:45;11:00;MW;0,11;2,009;1,192;1,998;5,309;0,718;0,276;1,416;0,428;2,838;0
16.11.2025;CET;11:00;11:15;MW;0,814;0,031;0,452;2,331;3,628;0,812;0,15;2,022;1,629;4,613;0
16.11.2025;CET;11:15;11:30;MW;1,127;2,326;0,556;3,832;7,841;0,057;0,05;0,951;0,985;2,043;0
16.11.2025;CET;11:30;11:45;MW;1,225;6,62;12,568;15,288;35,701;0,147;0,04;0,471;0,584;1,242;0
16.11.2025;CET;11:45;12:00;MW;0,512;2,148;3,704;2,885;9,249;0,338;0,272;0,791;0,804;2,205;0
16.11.2025;CET;12:00;12:15;MW;0,233;0,124;0,473;1,957;2,787;1,093;0,68;2,48;0,818;5,071;0
16.11.2025;CET;12:15;12:30;MW;0,231;0,262;0,824;1,828;3,145;0,341;0,62;1,827;0,848;3,636;0
16.11.2025;CET;12:30;12:45;MW;37,055;6,053;19,062;45,804;107,974;0,046;0,068;0,833;0,401;1,348;0
16.11.2025;CET;12:45;13:00;MW;38,301;3,806;25,084;40,907;108,098;0,135;0,077;1,101;0,576;1,889;0
16.11.2025;CET;13:00;13:15;MW;72,753;13,757;38,236;87,675;212,421;0;0,02;0,797;0,634;1,451;0
16.11.2025;CET;13:15;13:30;MW;42,566;8,217;28,766;44,678;124,227;0,003;0;0,758;0,347;1,108;0
16.11.2025;CET;13:30;13:45;MW;12,427;3,909;9,958;9,722;36,016;0,511;0,081;1,002;0,7;2,294;0
16.11.2025;CET;13:45;14:00;MW;7,003;1,547;4,985;6,902;20,437;0,042;0,507;0,632;1,114;2,295;0
16.11.2025;CET;14:00;14:15;MW;51,193;10,765;35,647;70,633;168,238;0,757;0,006;0,857;0,127;1,747;0
16.11.2025;CET;14:15;14:30;MW;45,317;6,134;17,976;46,987;116,414;0,075;0,032;1,369;0,535;2,011;0
16.11.2025;CET;14:30;14:45;MW;44,414;11,477;22,953;67,312;146,156;0,121;0,242;1,145;1,592;3,1;0
16.11.2025;CET;14:45;15:00;MW;9,142;2,295;5,253;12,96;29,65;1,24;0,187;1,027;0,048;2,502;0
16.11.2025;CET;15:00;15:15;MW;9,076;2,959;4,829;2,317;19,181;0,662;0,121;2,133;2,831;5,747;0
16.11.2025;CET;15:15;15:30;MW;4,668;2,605;1,351;1,499;10,123;0,002;0,294;0,896;1,033;2,225;0
16.11.2025;CET;15:30;15:45;MW;0,325;0,124;0,59;2,01;3,049;0,201;0,525;1,199;4,938;6,863;0
16.11.2025;CET;15:45;16:00;MW;0,047;0,39;0,438;2,526;3,401;0,768;0,528;1,348;4,312;6,956;0
16.11.2025;CET;16:00;16:15;MW;2,451;0,747;0,83;1,333;5,361;0,396;0,585;2,321;1,269;4,571;0
16.11.2025;CET;16:15;16:30;MW;4,915;0,649;0,516;0,513;6,593;0,014;1,122;1,554;0,712;3,402;0
16.11.2025;CET;16:30;16:45;MW;6,241;1,533;1,027;3,646;12,447;0,235;0,987;1,53;3,338;6,09;0
16.11.2025;CET;16:45;17:00;MW;55,319;20,943;14,031;44,966;135,259;0;0;3,22;2,303;5,523;0
16.11.2025;CET;17:00;17:15;MW;114,89;45,598;22,679;167,741;350,908;0,2;0,2;2,073;0,538;3,011;0
16.11.2025;CET;17:15;17:30;MW;46,066;27,257;3,921;24,356;101,6;0,441;0;1,084;0,288;1,813;0
16.11.2025;CET;17:30;17:45;MW;16,42;11,004;1,303;7,002;35,729;0,093;0;1,732;1,353;3,178;0
16.11.2025;CET;17:45;18:00;MW;107,3;33,377;2,477;126,748;269,902;0;0;1,895;0,24;2,135;0
16.11.2025;CET;18:00;18:15;MW;146,804;32,518;2,538;149,721;331,581;0,433;0,21;2,271;0,01;2,924;0
16.11.2025;CET;18:15;18:30;MW;4,307;0,27;1,148;1,564;7,289;0;0,603;1,101;0,624;2,328;0
16.11.2025;CET;18:30;18:45;MW;8,032;3,137;7,606;2,12;20,895;0;0,478;1,748;1,737;3,963;0
16.11.2025;CET;18:45;19:00;MW;15,661;4,287;8,065;9,362;37,375;0,08;0,76;5,017;1,154;7,011;0
16.11.2025;CET;19:00;19:15;MW;3,682;0,946;2,896;0,945;8,469;0,07;1,408;3,057;4,261;8,796;0
16.11.2025;CET;19:15;19:30;MW;4,225;0,557;4,688;3,252;12,722;0,004;1,327;2,297;0,116;3,744;0
16.11.2025;CET;19:30;19:45;MW;1,05;0;0,25;1,386;2,686;5,435;6,004;34,884;132,61;178,933;0
16.11.2025;CET;19:45;20:00;MW;1,131;0;0,258;1,038;2,427;0,256;5,54;45,899;162,613;214,308;0
16.11.2025;CET;20:00;20:15;MW;29,039;1,357;1,72;53,553;85,669;0,604;1,491;12,559;20,452;35,106;0
16.11.2025;CET;20:15;20:30;MW;35,42;1,825;4,393;40,325;81,963;0,606;1,021;10,216;1,632;13,475;0
16.11.2025;CET;20:30;20:45;MW;2,842;0,531;0,549;1,55;5,472;0,002;0,504;2,058;0,726;3,29;0
16.11.2025;CET;20:45;21:00;MW;1,853;0,272;0,758;2,341;5,224;0,129;2,818;9,451;11,769;24,167;0
16.11.2025;CET;21:00;21:15;MW;51,469;2,373;3,86;52,216;109,918;0,242;0,332;1,531;2,29;4,395;0
16.11.2025;CET;21:15;21:30;MW;2,556;0,044;0,836;4,203;7,639;0,166;1,147;1,853;2,484;5,65;0
16.11.2025;CET;21:30;21:45;MW;2,657;0,18;0,537;2,048;5,422;0;0,772;1,365;0,362;2,499;0
16.11.2025;CET;21:45;22:00;MW;1,538;0,045;0,907;6,691;9,181;0,368;3,023;9,867;18,73;31,988;0
16.11.2025;CET;22:00;22:15;MW;1,945;0,089;1,137;2,507;5,678;0,459;2,121;11,497;11,973;26,05;0
16.11.2025;CET;22:15;22:30;MW;20,89;0,317;4,526;15,741;41,474;0,159;1,973;10,842;12,291;25,265;0
16.11.2025;CET;22:30;22:45;MW;6,757;0,396;1,495;1,305;9,953;0,11;3,476;10,571;55,032;69,189;0
16.11.2025;CET;22:45;23:00;MW;21,688;0,533;10,666;9,756;42,643;0;0,702;1,891;4,296;6,889;0
16.11.2025;CET;23:00;23:15;MW;16,288;2,333;4,331;18,657;41,609;0;0,083;1,735;2,687;4,505;0
16.11.2025;CET;23:15;23:30;MW;75,773;1,268;11,719;57,949;146,709;0,094;0,357;1,488;13,852;15,791;0
16.11.2025;CET;23:30;23:45;MW;24,023;1,136;2,448;22,13;49,737;0;0,649;1,538;6,783;8,97;0
16.11.2025;CET;23:45;00:00;MW;4,164;2,99;1,982;6,331;15,467;0;0,143;1,085;2,204;3,432;0
17.11.2025;CET;00:00;00:15;MW;39,249;3,204;2,78;14,958;60,191;0,113;0,228;1,103;18,28;19,724;0
17.11.2025;CET;00:15;00:30;MW;5,716;1,693;0,94;1,356;9,705;7,388;2,724;15,575;53,365;79,052;0
17.11.2025;CET;00:30;00:45;MW;3,718;0,146;0,421;2,41;6,695;0,904;1,686;10,305;19,678;32,573;0
17.11.2025;CET;00:45;01:00;MW;66,011;1,214;23,213;55,308;145,746;0;0,329;1,82;0,359;2,508;0
17.11.2025;CET;01:00;01:15;MW;5,31;0,078;0,377;1,958;7,723;0;2,829;1,48;43,84;48,149;0
17.11.2025;CET;01:15;01:30;MW;35,579;2,99;7,742;6,296;52,607;0;0,83;1,749;3,111;5,69;0
17.11.2025;CET;01:30;01:45;MW;3,756;0,228;0,93;1,448;6,362;0,002;0,799;0,689;0,727;2,217;0
17.11.2025;CET;01:45;02:00;MW;13,925;1,491;3,176;2,56;21,152;0;0,085;0,896;1,681;2,662;0
17.11.2025;CET;02:00;02:15;MW;28,419;2,804;6,745;5,245;43,213;0,533;1,598;5,932;5,341;13,404;0
17.11.2025;CET;02:15;02:30;MW;1,019;0;0,542;1,187;2,748;2,059;5,977;23,622;43,516;75,174;0
17.11.2025;CET;02:30;02:45;MW;1,083;0,366;0,461;0,795;2,705;12,344;9,62;23,957;84,046;129,967;0
17.11.2025;CET;02:45;03:00;MW;0;0,006;0,204;0;0,21;36,617;22,429;70,439;467,065;596,55;0
17.11.2025;CET;03:00;03:15;MW;2,792;0,007;0,197;3,811;6,807;0,147;1,569;11,383;47,11;60,209;0
17.11.2025;CET;03:15;03:30;MW;0,714;0;0,19;0,347;1,251;2,9;6,447;16,844;41,204;67,395;0
17.11.2025;CET;03:30;03:45;MW;1,505;0,011;0,206;0,528;2,25;1,031;2,612;12,622;44,059;60,324;0
17.11.2025;CET;03:45;04:00;MW;1,313;0,013;0,435;0,424;2,185;2,715;2,716;25,099;63,176;93,706;0
17.11.2025;CET;04:00;04:15;MW;3,494;1,551;3,301;1;9,346;0;0,615;5,598;9,941;16,154;0
17.11.2025;CET;04:15;04:30;MW;5,834;0,889;3,031;1,675;11,429;0;1,207;0,898;1,331;3,436;0
17.11.2025;CET;04:30;04:45;MW;10,741;1,744;6,777;0,583;19,845;0;2,192;3,528;3,941;9,661;0
17.11.2025;CET;04:45;05:00;MW;59,434;5,183;28,003;23,181;115,801;0;0,132;4,39;1,753;6,275;0
17.11.2025;CET;05:00;05:15;MW;47,443;2,853;14,479;13,169;77,944;0;2,204;7,326;21,726;31,256;0
17.11.2025;CET;05:15;05:30;MW;8,935;0,416;1,877;6,304;17,532;0;2,772;2,058;9,54;14,37;0
17.11.2025;CET;05:30;05:45;MW;3,683;0,075;0,387;0,692;4,837;0,222;5,195;13,162;92,057;110,636;0
17.11.2025;CET;05:45;06:00;MW;1,843;0,195;1,968;0,558;4,564;2,251;4,485;5,034;182,973;194,743;0
17.11.2025;CET;06:00;06:15;MW;139,567;9,585;29,286;84,038;262,476;0;1,53;2,401;0,03;3,961;0
17.11.2025;CET;06:15;06:30;MW;145,861;5,97;6,605;22,105;180,541;0;0,597;0,869;3,76;5,226;0
17.11.2025;CET;06:30;06:45;MW;121,111;5,76;13,454;49,66;189,985;0,257;0,317;0,994;3,048;4,616;0
17.11.2025;CET;06:45;07:00;MW;78,968;1,058;7,959;29,105;117,09;0;0,829;1,838;7,012;9,679;0
17.11.2025;CET;07:00;07:15;MW;63,901;1,36;13,135;46,546;124,942;0,07;0,649;3,929;0,251;4,899;0
17.11.2025;CET;07:15;07:30;MW;3,581;0,059;0,25;1,516;5,406;54,943;1,05;41,776;107,247;205,016;0
17.11.2025;CET;07:30;07:45;MW;0,061;0;0,106;0,551;0,718;51,041;0,937;42,414;16,963;111,355;0
17.11.2025;CET;07:45;08:00;MW;1,586;0;0,282;0,289;2,157;50,146;0,704;31,015;25,552;107,417;0
17.11.2025;CET;08:00;08:15;MW;163,088;6,485;82,948;155,743;408,264;0,267;0,118;2,495;0,362;3,242;0
17.11.2025;CET;08:15;08:30;MW;70,888;1,064;71,085;135,868;278,905;0;0,356;2,093;0;2,449;0
17.11.2025;CET;08:30;08:45;MW;99,917;5,583;81,851;138,291;325,642;0,2;0,263;1,979;0;2,442;0
17.11.2025;CET;08:45;09:00;MW;83,576;0,906;87,745;147,773;320;0;0,478;2,838;0;3,316;0
17.11.2025;CET;09:00;09:15;MW;10,66;0,101;8,984;11,428;31,173;8,838;1,235;16,503;1,982;28,558;0
17.11.2025;CET;09:15;09:30;MW;5,894;0,062;8,635;3,291;17,882;1,596;0,807;3,275;0,371;6,049;0
17.11.2025;CET;09:30;09:45;MW;7,973;0,305;5,23;5,041;18,549;0;0,522;2,411;0,448;3,381;0
17.11.2025;CET;09:45;10:00;MW;2,419;0,036;1,161;3,703;7,319;6,646;1,777;15,797;0,792;25,012;0
17.11.2025;CET;10:00;10:15;MW;0;0;0,782;0,215;0,997;98,64;16,419;47,044;64,472;226,575;0
17.11.2025;CET;10:15;10:30;MW;2,243;0;0,609;4,816;7,668;6,939;2,311;3,494;0,89;13,634;0
17.11.2025;CET;10:30;10:45;MW;70,78;1,01;54,393;92,103;218,286;0,128;0,347;1,752;0,661;2,888;0
17.11.2025;CET;10:45;11:00;MW;49,777;1,621;34,137;64,359;149,894;0;0,459;1,377;0,321;2,157;0
17.11.2025;CET;11:00;11:15;MW;2,601;0;0,933;1,911;5,445;0,436;1,139;2,897;0,815;5,287;0
17.11.2025;CET;11:15;11:30;MW;0,004;0,031;0,684;1,952;2,671;54,026;46,957;39,953;136;276,936;0
17.11.2025;CET;11:30;11:45;MW;0;0;0,531;0,031;0,562;88,71;64,387;59,377;138,105;350,579;0
17.11.2025;CET;11:45;12:00;MW;0,313;0;0,515;0,757;1,585;30,599;17,501;27,543;40,308;115,951;0
17.11.2025;CET;12:00;12:15;MW;0,624;0,122;1,671;2,441;4,858;25,943;10,717;13,154;25,334;75,148;0
17.11.2025;CET;12:15;12:30;MW;32,141;0,682;25,584;46,889;105,296;10,794;8,515;10,844;39,6;69,753;0
17.11.2025;CET;12:30;12:45;MW;0;0,005;0,42;0,054;0,479;25,431;36,244;25,945;213,425;301,045;0
17.11.2025;CET;12:45;13:00;MW;0;0,048;0,728;0;0,776;34,446;2,328;19,079;355,719;411,572;0
17.11.2025;CET;13:00;13:15;MW;0,092;0,098;0,468;1,487;2,145;15,362;1,57;15,422;87,559;119,913;0
17.11.2025;CET;13:15;13:30;MW;0,201;0,277;4,201;1,23;5,909;3,592;0,515;4,15;14,093;22,35;0
17.11.2025;CET;13:30;13:45;MW;0,25;0,141;0,555;0,705;1,651;7,115;0,364;2,803;47,883;58,165;0
17.11.2025;CET;13:45;14:00;MW;0,7;0,219;1,244;1,901;4,064;1,729;0,361;1,845;4,874;8,809;0
17.11.2025;CET;14:00;14:15;MW;74,007;2,413;63,834;57,627;197,881;0,01;0,508;1,865;2,858;5,241;0
17.11.2025;CET;14:15;14:30;MW;123,861;3,065;94,309;93,636;314,871;0,142;0,191;1,225;0,036;1,594;0
17.11.2025;CET;14:30;14:45;MW;40,175;0,521;94,791;18,741;154,228;0,236;0,998;1,028;0,428;2,69;0
17.11.2025;CET;14:45;15:00;MW;0,756;0,19;27,14;2,062;30,148;1,235;0,775;1,848;10,626;14,484;0
17.11.2025;CET;15:00;15:15;MW;0,068;0,063;6,054;9,98;16,165;1,71;2,024;3,1;3,106;9,94;0
17.11.2025;CET;15:15;15:30;MW;16,837;1,396;40,13;23,689;82,052;1,209;0,714;1,214;1,999;5,136;0
17.11.2025;CET;15:30;15:45;MW;58,775;4,885;49,149;86,064;198,873;0,966;0,137;1,951;0,714;3,768;0
17.11.2025;CET;15:45;16:00;MW;27,089;0,944;13,54;25,239;66,812;16,118;0,826;6,556;20,334;43,834;0
17.11.2025;CET;16:00;16:15;MW;7,533;0,77;15,631;3,903;27,837;0,804;3,866;3,808;0,737;9,215;0
17.11.2025;CET;16:15;16:30;MW;4,755;0,22;7,921;0,129;13,025;0,65;3,947;2,665;2,848;10,11;0
17.11.2025;CET;16:30;16:45;MW;3,08;0,488;3,072;2,342;8,982;53,024;3,749;45,792;48,272;150,837;0
17.11.2025;CET;16:45;17:00;MW;0;0;0,63;0;0,63;184,312;83,786;61,12;501,568;830,786;0
17.11.2025;CET;17:00;17:15;MW;0,289;0;0,314;1,446;2,049;127,006;53,867;53,853;311,263;545,989;0
17.11.2025;CET;17:15;17:30;MW;3,491;0;0,912;1,743;6,146;0,021;4,802;3,383;1,2;9,406;0
17.11.2025;CET;17:30;17:45;MW;32,953;5,852;47,579;55,107;141,491;0;1,593;1,806;0,016;3,415;0
17.11.2025;CET;17:45;18:00;MW;16,037;2,223;15,882;16,851;50,993;0;3,795;2,566;0,839;7,2;0
17.11.2025;CET;18:00;18:15;MW;2,79;0,008;1,141;1,415;5,354;1,402;4,16;3,129;2,377;11,068;0
17.11.2025;CET;18:15;18:30;MW;7,864;2,125;5,685;4,045;19,719;0;0,834;1,769;1,65;4,253;0
17.11.2025;CET;18:30;18:45;MW;16,345;6,058;22,9;21,499;66,802;0;0,372;1,891;1,872;4,135;0
17.11.2025;CET;18:45;19:00;MW;38,86;11,246;30,874;67,419;148,399;1,485;0,198;1,921;0,048;3,652;0
17.11.2025;CET;19:00;19:15;MW;10,792;4,075;3,162;9,279;27,308;16,221;1,357;10,402;35,563;63,543;0
17.11.2025;CET;19:15;19:30;MW;37,993;13,133;29,651;66,299;147,076;10,201;1,084;7,301;14,456;33,042;0
17.11.2025;CET;19:30;19:45;MW;25,544;10,006;29,753;36,439;101,742;1,743;1,092;3,311;1,118;7,264;0
17.11.2025;CET;19:45;20:00;MW;2,674;0,006;1,067;0,944;4,691;0,043;1,428;1,97;1,255;4,696;0
17.11.2025;CET;20:00;20:15;MW;2,109;0,006;0,473;0,948;3,536;2,703;3,356;15,271;43,057;64,387;0
17.11.2025;CET;20:15;20:30;MW;1,524;0,004;0,303;3,6;5,431;0,769;3,738;25,046;30,695;60,248;0
17.11.2025;CET;20:30;20:45;MW;1,22;0;0,51;0,118;1,848;0,171;12,502;24,883;126,337;163,893;0
17.11.2025;CET;20:45;21:00;MW;1,941;0;0,303;0,318;2,562;0,011;11,863;37,872;147,871;197,617;0
17.11.2025;CET;21:00;21:15;MW;4,985;0,186;0,814;9,081;15,066;0,019;2,323;9,275;31,485;43,102;0
17.11.2025;CET;21:15;21:30;MW;10,78;3,465;2,995;5,698;22,938;3,402;16,378;17,157;94,936;131,873;0
17.11.2025;CET;21:30;21:45;MW;4,043;0,073;5,015;1,306;10,437;0,221;15,337;3,759;68,772;88,089;0
17.11.2025;CET;21:45;22:00;MW;170,073;30,292;53,925;232,582;486,872;0;0,119;1,906;0,016;2,041;0
17.11.2025;CET;22:00;22:15;MW;90,262;20,744;11,767;123,088;245,861;1,905;0,512;1,705;3,235;7,357;0
17.11.2025;CET;22:15;22:30;MW;5,957;2,195;20,586;4,547;33,285;1,32;0,453;3,137;0,674;5,584;0
17.11.2025;CET;22:30;22:45;MW;38,185;7,177;15,125;55,69;116,177;2,302;0,803;2,366;4,201;9,672;0
17.11.2025;CET;22:45;23:00;MW;70,085;13,19;10,528;76,083;169,886;2,29;0,859;1,48;0,964;5,593;0
17.11.2025;CET;23:00;23:15;MW;1,451;0;0,535;5,177;7,163;8,661;4,344;22,813;80,374;116,192;0
17.11.2025;CET;23:15;23:30;MW;2,386;0;1,011;0,386;3,783;0,414;3,327;13,278;25,274;42,293;0
17.11.2025;CET;23:30;23:45;MW;1,446;0,284;6,299;2,476;10,505;2,927;3,069;18,57;10,559;35,125;0
17.11.2025;CET;23:45;00:00;MW;9,589;0,647;18,27;5,598;34,104;2,454;3,036;12,643;6,718;24,851;0
18.11.2025;CET;00:00;00:15;MW;9,938;0,147;3,391;7,23;20,706;0,067;0,947;5,137;6,508;12,659;0
18.11.2025;CET;00:15;00:30;MW;6,782;2,558;4,84;1,147;15,327;0,102;1,647;4,944;12,045;18,738;0
18.11.2025;CET;00:30;00:45;MW;51,248;12,092;24,792;3,797;91,929;0,21;0;2,761;2,03;5,001;0
18.11.2025;CET;00:45;01:00;MW;14,572;0,352;6,678;0,812;22,414;0,307;2,725;6,932;5,819;15,783;0
18.11.2025;CET;01:00;01:15;MW;56,017;2,38;24,538;7,853;90,788;0,298;0,916;5,988;12,772;19,974;0
18.11.2025;CET;01:15;01:30;MW;89,225;6,034;39,803;12,459;147,521;0;0,011;1,008;6,188;7,207;0
18.11.2025;CET;01:30;01:45;MW;12,326;0,235;4,652;0,338;17,551;0,136;0,766;8,435;5,452;14,789;0
18.11.2025;CET;01:45;02:00;MW;21,586;0,107;11,305;0,224;33,222;0,092;1,621;5,098;2,57;9,381;0
18.11.2025;CET;02:00;02:15;MW;3,728;0,138;1,255;0,061;5,182;0,483;1,86;6,807;2,448;11,598;0
18.11.2025;CET;02:15;02:30;MW;0,628;3,78;0,578;0;4,986;5,13;0,085;35,749;143,405;184,369;0
18.11.2025;CET;02:30;02:45;MW;0,007;9,3;0,627;0,347;10,281;4,306;0;38,861;186,809;229,976;0
18.11.2025;CET;02:45;03:00;MW;0,196;12,907;0,606;1,408;15,117;1,668;0;4,171;1,772;7,611;0
18.11.2025;CET;03:00;03:15;MW;0,07;0,204;0,517;0,252;1,043;0,997;3,873;26,701;214,634;246,205;0
18.11.2025;CET;03:15;03:30;MW;0,001;0,019;0,611;0,01;0,641;3,202;2,061;32,968;147,943;186,174;0
18.11.2025;CET;03:30;03:45;MW;1,614;0,399;0,524;1,573;4,11;0,357;0,729;6,765;14,527;22,378;0
18.11.2025;CET;03:45;04:00;MW;0,028;0,135;0,525;4,024;4,712;4,268;1,196;25,76;27,499;58,723;0
18.11.2025;CET;04:00;04:15;MW;7,143;1,079;6,152;0,152;14,526;0,456;1,642;5,393;7,92;15,411;0
18.11.2025;CET;04:15;04:30;MW;3,691;0,356;1,317;2,465;7,829;0,017;1,431;3,162;1,402;6,012;0
18.11.2025;CET;04:30;04:45;MW;0,026;0;0,624;0,247;0,897;1,228;2,171;7,207;2,02;12,626;0
18.11.2025;CET;04:45;05:00;MW;3,291;1,599;1,185;0,839;6,914;0,147;1,076;5,697;13,662;20,582;0
18.11.2025;CET;05:00;05:15;MW;2,168;0;0,496;0;2,664;0,407;8,406;7,887;342,638;359,338;0
18.11.2025;CET;05:15;05:30;MW;3,731;0;0,565;5,148;9,444;0;2,268;12,563;146,736;161,567;0
18.11.2025;CET;05:30;05:45;MW;22,419;3,45;14,463;6,833;47,165;0;1,118;3,517;5,348;9,983;0
18.11.2025;CET;05:45;06:00;MW;7,306;0,235;1,19;5,519;14,25;0;0,606;2,198;11,528;14,332;0
18.11.2025;CET;06:00;06:15;MW;29,03;2,734;9,673;18,32;59,757;0,482;1,2;17,863;193,072;212,617;0
18.11.2025;CET;06:15;06:30;MW;29,036;3,983;12,876;19,578;65,473;0;0,396;4,981;8,696;14,073;0
18.11.2025;CET;06:30;06:45;MW;3,472;1,126;3,71;8,097;16,405;1,012;1,56;16,93;125,297;144,799;0
