deu_2006,deu_2007,deu_2008,deu_2009,deu_2010,deu_2011
67960,72102,63535,46817,67072,67646
69015,73041,64342,48859,67362,67933
73451,76021,68693,54111,70963,72030
72892,75620,68466,55221,70691,71928
70859,73767,65799,53852,68839,70209
67462,69587,61891,51443,65008,66212
64593,66851,59107,49827,61475,62232
61727,64069,56904,50210,58546,58458
56817,58524,52626,46089,53578,52469
53262,53795,49389,43178,50034,48692
51039,51698,47001,41725,48955,46650
49993,51189,45693,41447,48691,46063
50229,52134,45785,42217,48967,46624
51366,53812,46221,43956,50374,48300
54813,56807,46502,47766,52182,51826
63261,64452,46682,56731,60060,60607
69204,70380,49014,64064,66792,66561
70752,72803,51826,66901,68695,68239
70701,73727,54478,67918,67984,68461
71849,75007,55481,69119,68071,69254
73182,76110,56098,70492,68508,70400
72315,75695,54891,70240,67185,69426
71767,74512,53217,69758,66811,68891
70511,73396,52122,68828,66672,67800
70049,72469,52058,68285,67176,67359
69986,73096,53715,68537,68359,67564
74006,76170,59998,70789,72095,71616
74395,75694,60590,70146,71926,70920
72073,73167,58348,67819,69817,69357
68325,69198,54721,63670,65711,65219
64912,66333,52837,60320,62061,61690
62033,64666,52426,57338,58957,58225
57160,60778,49020,51984,53673,52432
53490,56797,45444,47929,50919,48468
51611,54878,43113,46157,49653,46519
50529,53364,42262,45369,48986,45659
50965,52635,42523,45789,49228,46443
51850,52304,43746,47070,50502,47919
54068,50502,43816,49780,52376,51356
60849,49991,43534,57819,59772,59967
66205,53151,45216,64280,65874,66266
67294,57039,47582,66262,67332,68373
66727,60706,50088,67043,67273,68600
67478,62481,52101,68333,68290,69748
67947,63393,54679,69438,69075,70812
67236,62221,54467,68893,68407,70061
66288,60920,52129,68635,68485,69783
65067,59387,49869,67809,68207,69223
64665,58778,48946,67519,68489,68813
66295,59881,50320,67798,69426,68898
70971,64368,55477,70471,72373,71840
70661,64241,57075,69908,71483,71142
67954,61620,55778,67744,69325,69554
63818,57985,53097,63856,65494,65463
60567,56179,51870,60190,62085,61408
59183,55843,51956,56960,59621,58278
54990,52628,48327,52010,55396,53331
51042,48795,45743,47854,52071,49259
48885,46154,44871,45749,51112,47388
47697,44777,45760,44894,49732,46493
48049,43987,47289,45181,49825,46973
48054,43810,49398,46661,51148,48393
47748,43016,54095,50027,53199,51359
48254,42031,61757,58095,59833,59356
51250,43745,68114,64870,65503,66068
55069,47859,71067,66903,66444,68514
58672,51460,70711,67141,65349,69058
60793,54617,71103,68316,65070,69904
62239,57605,71085,69321,65824,70833
61540,56752,69835,68432,66043,70094
59984,54416,68788,67678,66098,68671
58403,52754,68043,66778,66334,66690
58061,52233,67664,66472,67633,65796
59348,53599,68867,66839,69694,65892
62782,58770,73056,70015,72995,69694
62527,59537,72870,69353,73157,69107
60031,58486,71273,67303,71872,66829
56996,56698,67611,63517,68335,62727
55096,55849,64709,59978,65086,58266
55288,56659,61871,57387,62169,55966
52350,53284,57109,52643,57625,51808
48548,50366,52796,48813,54108,48365
45667,48703,51707,46898,52273,46066
44535,48577,50806,46275,51939,44947
43883,49448,51450,46453,51608,44922
44401,50870,53336,47784,52306,44986
43995,54816,56012,50920,54440,45051
42905,62962,62942,58726,61144,45580
43929,68697,68619,64913,67331,48820
47051,70386,70040,66576,69354,52668
50608,70566,70388,66612,70097,56290
53581,71753,70812,67517,70718,57678
56364,72641,71467,68656,71809,58387
55647,71876,70152,68489,70846,57239
53922,71665,69546,68033,69696,55342
52124,71089,68252,67375,69061,53670
51545,70159,66802,66843,69032,53188
53291,70850,66352,67303,69381,54628
58450,74382,69884,70391,72255,60406
59570,73867,70629,69747,71700,60500
58298,71819,68635,67772,69578,57687
55837,68180,64746,63798,65037,53731
54859,64928,61815,60403,60804,51071
55585,62960,59814,57282,57906,50348
51925,57761,55359,52244,52945,46521
48670,54412,51538,48213,49263,43205
46682,52424,50572,46447,47008,40930
45592,51865,49983,45093,45969,40160
45930,52183,50112,45382,45873,39970
47431,53066,51963,46645,46781,40056
51069,55650,54430,49136,46739,39632
59541,62662,61058,56469,47521,38677
66935,68721,66651,63113,50228,40239
69369,70113,68193,64891,54119,44003
69946,70317,68222,64994,56118,47755
71298,71201,68738,65614,57236,50495
72840,72063,69181,66089,58664,53201
72577,71763,68868,65219,57389,52535
72866,71863,68529,64372,55643,50237
72369,71524,67764,63052,54068,48256
72509,71318,67324,63086,53907,47374
73122,71726,67937,64409,55534,49180
75182,74463,72009,68340,59983,55080
74523,73568,71183,67513,60479,56697
72100,71295,68983,64988,57855,55343
67848,67367,64942,60625,53576,52894
64429,64124,61979,57194,51455,51189
61421,61809,59164,55243,50934,51337
56066,56830,54567,51344,46531,47824
51909,53144,51492,47211,43324,45061
49395,51238,49540,44503,41050,43771
48254,50871,48739,43450,40857,43171
48551,51362,49375,43077,41681,43951
50125,52537,50602,43761,42536,45621
53265,54701,53219,43945,42765,49821
60629,61923,59903,44549,41996,59297
67374,68399,65576,47293,42968,66168
69353,70165,67393,50662,44418,68396
69676,70572,67495,53503,45752,69156
71085,71401,68233,55152,46989,70204
72396,72351,69243,56259,48597,71364
71786,71636,68356,56026,48714,70976
71068,71297,67661,54774,47955,70269
70078,70531,66733,53493,47047,69357
69448,69989,66680,53313,47210,68630
70360,70813,67684,55336,50150,68943
73750,74209,71385,59492,54805,72472
72937,73746,70994,59444,56389,71858
70505,71371,68170,56840,55416,70319
66047,67572,65015,53090,53036,66513
62671,64734,61802,51332,51196,62765
59813,62689,58937,50816,50263,59997
54459,58225,54554,47099,47023,55084
50336,54376,51738,43152,44827,51949
47973,52245,50262,41114,44660,49878
47793,51368,49467,40165,44138,49235
49064,51524,49809,40104,45054,49612
51050,52451,51204,40517,47287,50673
54689,54969,53705,40372,50356,53763
62305,61663,60229,39589,58271,62219
68170,67329,66223,40544,64500,68221
69415,67883,68256,42950,65825,70399
68545,68414,68388,45241,65567,71306
68739,68989,68853,47238,66485,71909
69376,70099,69559,49574,67718,72386
68666,69571,68992,49517,67701,71626
68058,69094,67648,48102,67987,70960
66966,69150,66344,46773,67085,69961
66377,69099,65887,46648,66978,69392
67766,69363,67264,49612,68020,69702
72885,73308,70786,54189,70911,72987
72722,72848,69779,55242,70260,72721
70145,71171,67053,53825,68344,71214
65918,67497,62956,51280,64330,67561
62873,64903,59945,49655,61289,64323
59738,62874,58030,49571,58134,61809
54668,58574,53908,45659,53627,57070
50400,55330,51119,42802,50376,52974
48397,53378,48706,40950,49498,50606
47659,52472,47726,40227,49249,49662
48339,52702,47524,41068,49970,49781
50367,53810,47328,42840,51551,50908
53398,56178,47072,46995,54099,53519
60654,62674,47224,55711,60464,61220
67011,68496,50147,63543,66383,67364
67899,69934,53567,66095,68439,69535
67247,70186,56679,66744,69369,69957
67666,70602,58211,68040,70303,70740
68434,71228,59135,69302,71090,71993
67536,70349,58292,68845,70388,71224
66988,69069,56870,68541,70429,70432
66192,67781,55762,67616,69932,69415
66168,67456,55781,67335,69960,69081
67692,69134,57401,68089,70722,69956
72945,73240,61769,70701,73088,73340
72861,72174,61557,70051,72186,72806
70795,69876,58824,67947,70012,70856
66471,65916,55139,63369,66271,67166
62519,63003,53183,59616,63124,63935
59640,61918,52663,56698,60006,61112
54141,58294,49777,51149,54773,56548
49760,54743,46123,47242,51623,52883
47719,52299,43407,44828,51244,51020
47046,50757,42332,44093,50895,50317
47359,50240,42623,44487,51197,50443
49165,49924,42834,46419,52256,51465
52145,49518,42432,49861,54570,54453
59797,49235,41834,58091,60495,62347
66952,53103,42923,64696,66538,68413
68774,56729,45422,66472,68589,70413
68589,59808,48238,66267,69065,70708
69324,61266,51450,67311,69748,71165
69982,61993,54570,68226,71008,71886
68973,61197,54679,67389,70716,71345
67654,59223,52910,67133,70350,70791
66141,57958,51473,66508,69598,69868
65560,57868,51466,66328,69170,69233
67270,59924,54121,67295,69692,70007
71690,64197,58719,70520,72076,73530
70950,63500,59624,69822,71259,72838
67930,60934,58018,67824,69045,70935
63457,57256,55463,63821,65327,66989
59957,55391,54523,60401,62121,63431
58254,55638,54495,57369,59623,60799
53796,52708,50635,51958,54589,56166
49611,49331,48076,48349,51566,52117
47228,46623,47010,46266,49998,49982
45924,45427,46340,45838,49458,49073
46320,45077,46905,46727,50200,49222
47027,44861,48105,48773,51447,50493
47019,43621,50775,51753,54546,53511
47225,41487,58558,58855,61230,61649
50727,42931,65071,65505,67247,68322
54058,46151,66562,67642,69090,70357
56606,50157,66414,67809,69227,70508
58183,52998,66720,68180,70114,71395
59055,55523,67549,69588,70979,71933
57531,54350,66920,68908,70521,70791
55557,52079,66621,68659,70132,69493
53917,50503,65974,68237,69473,67723
53880,50444,65909,68598,69311,67435
56329,53072,67657,69739,69996,68653
61554,58660,71478,72893,72498,71808
61230,59675,70961,72808,71862,70842
58539,58211,68491,70851,69801,68160
54519,56235,64723,66791,66089,64046
52699,55481,61679,63761,62954,60715
52042,56796,59232,60480,60429,58573
48629,53490,54993,55611,55410,54151
44922,50623,51538,51700,52205,50367
42365,48914,49333,48953,50528,47871
40967,48567,49212,47815,49737,46282
41159,48937,49887,48352,50295,46031
41519,50582,50891,49576,51856,46366
40741,54098,53020,52358,54498,46073
39603,62494,60955,59635,60741,47001
41026,69043,66960,66076,66800,50787
43846,70839,68466,66987,68615,54381
47242,71335,68733,66356,68840,56679
50537,72023,69614,66279,69687,57686
53628,73235,70551,66955,70165,58057
53116,72803,70154,65958,69346,56924
51174,72375,70369,65448,68152,55133
49934,71484,69920,64413,66836,53994
50354,71255,70266,64166,66486,54176
53150,72284,71737,66283,67981,56786
56750,74516,74633,71455,71072,61468
57835,73175,73775,71039,70271,61093
56083,71483,71216,68945,67588,58451
54097,67798,67215,65152,63783,54673
53151,65196,64091,61397,60557,52484
53655,63038,61148,58378,58529,51866
49746,57980,57305,53671,54009,48331
46436,54791,53951,49664,50524,43875
44735,53015,51768,47279,49069,41489
44197,51992,50863,46404,47957,40472
45160,52125,50718,47158,47867,40229
47277,53274,52229,48425,49117,40403
50823,55952,53888,51283,48801,39968
59705,62990,59988,58331,48915,38946
66988,69251,66312,65082,51392,40758
68866,70716,68153,66382,54592,43823
68987,71362,68727,65905,56889,47039
69556,71834,69878,65677,58053,49494
70865,72495,71439,66237,58663,51680
70539,71740,71250,65238,57636,50681
70118,71341,71394,63771,56052,48719
69395,70533,71366,62888,54751,48450
69526,70431,71420,63299,55138,47906
71564,72099,72463,65793,57387,50206
74562,75217,74831,70166,61567,55698
73828,74624,74149,69309,61535,56506
71721,72637,72130,66606,59360,55073
67444,68583,68657,62440,55446,53001
64033,65407,66479,59021,53220,51611
61211,63509,64070,56448,52720,51851
56156,58209,59984,51952,48988,48323
52456,54433,55619,48113,44977,45479
50224,52114,54061,45591,43310,43897
49160,51122,53137,43995,42543,43609
49546,51601,53379,43340,43233,44249
50481,52686,54715,43391,43397,45984
53278,55167,56339,43516,42713,50300
60777,61518,63488,44183,41852,60083
67700,68219,69635,47430,42825,67266
69466,70060,71085,50388,45256,68866
69484,69946,71386,52797,47545,69295
70188,70983,73250,53911,49999,70250
71123,71998,74342,54475,52946,71370
70283,71178,74027,53514,52609,70499
69890,70557,73859,52003,50809,69886
69337,69941,73074,50866,49600,68722
69107,69715,72502,51017,49410,68378
70302,70629,73183,53933,51753,69620
73691,74241,74939,58882,56054,73228
72805,73420,73632,59029,57169,72399
70174,71160,71487,56422,55955,71011
66025,67377,67002,52638,53676,67166
62881,64535,64699,50861,52581,63907
60316,62468,62439,50052,52411,60347
54851,57620,57934,46520,48755,54953
50689,54089,54306,42790,46567,51369
48689,51471,51860,40151,45631,49248
48181,50366,49947,39410,45517,48349
49001,50768,50336,39244,46348,48793
50473,52218,51081,39756,48431,50085
53043,55007,52231,39524,51567,53294
59744,62315,58614,38873,59630,61955
66504,68845,65833,40625,66998,68694
68155,69855,67966,43237,69648,70156
68337,69731,68147,46072,70231,70575
69154,70501,68984,48694,71698,71677
70331,71500,70263,52340,72971,72553
69830,70798,69322,52137,72867,71872
69375,70451,68249,50349,72852,71304
68662,69359,66291,48504,72150,70346
68211,69649,66773,48171,71948,69776
69901,71181,68478,50186,72280,71322
73241,74130,71437,55502,73758,73537
72794,73695,70294,56343,72606,72801
70457,71411,67457,55276,70635,71514
66201,67488,62977,53439,66909,67855
63060,64509,60665,52992,64019,64160
60877,62385,59657,53214,61898,61354
55987,57316,55981,49552,56912,56675
52302,53130,52927,46992,53417,52669
50436,50720,51767,44941,52343,50585
49666,49894,51004,44528,52793,49707
50493,50348,50011,45129,53084,50199
51590,51434,48562,47055,54303,51425
54332,54410,47834,50908,56139,54673
61419,61472,47872,59756,63314,62652
68170,68322,50513,66808,69867,69438
69990,69778,53444,68922,71667,71022
70292,70378,56100,69076,71997,71454
71583,71277,57917,70110,72739,72411
73247,71720,58836,71078,74273,73653
72587,71155,58292,70859,74062,73067
72436,70378,56515,70543,73765,72435
71819,69207,55546,69977,73303,71296
71779,68701,55559,69440,72898,70746
72851,70444,57453,70386,73383,71831
75032,72549,61649,72387,75514,74389
73958,71100,61160,71672,74736,73348
71288,68753,59087,69512,72322,71707
67040,64866,55788,66100,68603,67900
63469,62648,54537,62776,65766,64602
61012,61799,54786,60006,63281,61709
56107,57814,52052,55153,58966,55935
51448,53707,50368,51602,55141,51466
48684,51287,48080,50369,53459,49320
47849,50156,47167,49751,52677,48386
48606,49931,47014,50041,53056,48552
50216,50151,46635,51063,53509,49901
53493,49655,45509,53987,55987,53265
61107,49792,44087,61411,63013,61743
68031,53301,44582,68290,69466,68916
68843,56678,46270,69277,71412,70721
68173,59471,49227,69138,71834,71162
68841,60825,51698,70364,72857,72117
69653,61358,54295,71346,73794,73365
68822,60078,54180,70781,73237,72987
67787,58117,52068,70119,72669,72411
66613,56623,50256,68605,71832,71372
66651,56866,50135,68033,71402,71060
69447,59428,52592,69172,72314,71921
72550,64137,56398,71426,74870,74656
71342,63993,56954,70776,74058,73586
68446,61917,55952,68592,72195,71688
64107,58125,53745,65390,68596,67557
60859,56326,52767,62224,65467,64204
59129,56536,53343,59001,62862,61742
54288,54468,50100,54172,58046,56626
50551,52089,48119,50358,54357,52064
47904,49742,46976,48605,52969,50086
46274,48263,46115,47586,52523,48991
46798,47652,46161,48014,52533,49250
47717,47225,47593,49213,53346,50399
47510,46422,50734,52360,55334,54124
48579,44740,57954,60222,62146,62039
52464,46013,64943,66715,68807,69213
56011,49086,67232,67216,70547,71205
58861,52746,67968,65932,70404,71409
60098,55960,68954,66234,71070,72194
60678,58989,70100,67387,71919,72576
59152,58767,69916,66659,71791,72013
57493,56721,69320,66798,71605,70586
55555,55285,68663,66334,71247,69273
55933,54833,68412,67008,71439,68669
59157,57227,69896,69052,72634,70057
62953,60503,72407,72313,74643,72215
62548,61178,71836,70901,73841,71005
59805,59825,70213,68836,72070,68856
56013,58084,66578,65121,68518,64851
54009,57469,63708,61803,65462,61751
53820,58721,61484,58904,62946,59243
49833,55694,57645,53496,58319,53978
45288,52987,54438,49712,55081,50064
42405,51282,52160,47844,53565,47546
40865,50767,51125,46782,52975,45675
40541,51134,51075,47593,53197,45327
41382,52488,51873,49429,54411,45518
41001,55753,54547,52579,56445,45233
39819,63767,60944,60430,62515,46618
41903,70261,67342,66786,68683,50775
44644,71991,69192,67748,70133,54452
47571,71989,69391,67523,70299,57301
49774,72970,69859,68171,70860,59043
52691,74255,70476,69212,71337,60186
51715,74107,70035,68798,71016,59336
49381,73759,69927,68578,69788,57777
47662,73137,69351,67738,68992,56463
47348,73034,69285,67476,68637,56277
50598,73968,70272,69213,70257,58140
56352,76986,72584,72109,72682,61805
57499,75754,71801,71473,71662,61562
56041,73603,69898,69047,69304,59362
54151,69540,66338,65616,65779,55371
53255,66964,63374,62525,63085,52372
53494,65016,61385,59581,61560,51885
49491,60368,56807,54603,57777,48225
45958,56879,53600,50130,54450,44442
44113,55132,51660,48313,52385,41967
43749,53926,50893,47309,51219,40861
44795,53895,50545,48047,51424,40362
46594,54707,51308,48861,51509,40759
50274,56939,54359,51305,50927,40869
58851,64398,61320,57740,50205,40021
66718,70652,67480,65099,53159,41663
68431,72007,69190,66585,56267,44541
68229,71516,69462,66736,59088,48074
68818,72143,70123,67427,60109,50890
69783,72942,70990,68672,60344,53808
69125,72392,70418,68013,59535,53062
68752,72005,70756,67148,58135,51206
67914,71411,70371,66414,57338,49896
67791,71283,70680,66522,57605,49598
70382,72771,72347,68102,59974,51828
74105,75721,75211,70043,63565,55870
73488,74997,74158,68709,63277,56827
70933,72877,72077,65843,61348,55613
66550,69121,68223,62456,57788,53649
62803,66018,65312,59253,55911,52330
59933,63995,62993,57014,56014,52067
54419,59027,59063,53484,53268,48458
50409,55582,54939,50028,50749,45195
48315,53814,52426,47592,48439,43160
47277,52720,51557,46251,47265,42755
48327,52977,51565,45603,47265,43609
50064,54096,52649,45392,47397,46081
53176,56517,55405,44727,46273,50831
60918,63567,61973,45505,44710,60389
68313,70306,68207,48810,45922,67970
69693,71263,70095,51490,48289,69403
69255,70968,69813,53400,51000,69293
