,hour_of_day,weekday,building_class,shlp_type,temp_intervall_01,temp_intervall_02,temp_intervall_03,temp_intervall_04,temp_intervall_05,temp_intervall_06,temp_intervall_07,temp_intervall_08,temp_intervall_09,temp_intervall_10
1568,9,2,0,GKO,0.0612,0.0557,0.0538,0.0533,0.0539,0.0589,0.0597,0.0549,0.0577,0.0610
1569,10,2,0,GKO,0.0475,0.0478,0.0494,0.0502,0.0515,0.0533,0.0524,0.0475,0.0470,0.0469
1570,11,2,0,GKO,0.0443,0.0453,0.0477,0.0475,0.0482,0.0494,0.0491,0.0492,0.0488,0.0487
1571,12,2,0,GKO,0.0438,0.0447,0.0470,0.0456,0.0466,0.0467,0.0457,0.0484,0.0476,0.0472
1572,13,2,0,GKO,0.0418,0.0426,0.0446,0.0444,0.0444,0.0443,0.0422,0.0504,0.0516,0.0519
1573,14,2,0,GKO,0.0425,0.0429,0.0445,0.0431,0.0444,0.0428,0.0403,0.0434,0.0427,0.0408
1574,15,2,0,GKO,0.0431,0.0427,0.0438,0.0417,0.0429,0.0422,0.0370,0.0410,0.0360,0.0312
1575,16,2,0,GKO,0.0442,0.0438,0.0446,0.0419,0.0422,0.0403,0.0372,0.0337,0.0306,0.0278
1576,17,2,0,GKO,0.0453,0.0426,0.0425,0.0400,0.0397,0.0385,0.0345,0.0330,0.0288,0.0249
1577,18,2,0,GKO,0.0425,0.0405,0.0424,0.0404,0.0400,0.0387,0.0365,0.0375,0.0343,0.0313
1578,19,2,0,GKO,0.0331,0.0357,0.0365,0.0396,0.0379,0.0370,0.0355,0.0326,0.0321,0.0317
1579,20,2,0,GKO,0.0331,0.0339,0.0356,0.0386,0.0372,0.0360,0.0345,0.0322,0.0319,0.0302
1580,21,2,0,GKO,0.0318,0.0345,0.0351,0.0377,0.0366,0.0351,0.0329,0.0344,0.0326,0.0307
1581,22,2,0,GKO,0.0337,0.0363,0.0323,0.0344,0.0328,0.0320,0.0314,0.0313,0.0307,0.0297
1582,23,2,0,GKO,0.0339,0.0325,0.0338,0.0320,0.0302,0.0278,0.0281,0.0299,0.0292,0.0290
1583,24,2,0,GKO,0.0363,0.0364,0.0333,0.0328,0.0314,0.0288,0.0257,0.0293,0.0268,0.0238
1584,1,3,0,GKO,0.0309,0.0339,0.0315,0.0346,0.0329,0.0292,0.0268,0.0283,0.0261,0.0237
1585,2,3,0,GKO,0.0330,0.0359,0.0317,0.0350,0.0332,0.0318,0.0310,0.0335,0.0325,0.0317
1586,3,3,0,GKO,0.0358,0.0366,0.0334,0.0343,0.0333,0.0318,0.0318,0.0312,0.0309,0.0309
1587,4,3,0,GKO,0.0455,0.0444,0.0402,0.0393,0.0387,0.0363,0.0357,0.0310,0.0303,0.0296
1588,5,3,0,GKO,0.0433,0.0430,0.0432,0.0432,0.0458,0.0461,0.0492,0.0428,0.0451,0.0477
1589,6,3,0,GKO,0.0459,0.0434,0.0468,0.0446,0.0460,0.0500,0.0576,0.0521,0.0597,0.0672
1590,7,3,0,GKO,0.0501,0.0499,0.0510,0.0518,0.0543,0.0619,0.0771,0.0839,0.0911,0.0986
1591,8,3,0,GKO,0.0574,0.0550,0.0553,0.0540,0.0559,0.0611,0.0681,0.0685,0.0759,0.0838
1592,9,3,0,GKO,0.0612,0.0557,0.0538,0.0533,0.0539,0.0589,0.0597,0.0549,0.0577,0.0610
1593,10,3,0,GKO,0.0475,0.0478,0.0494,0.0502,0.0515,0.0533,0.0524,0.0475,0.0470,0.0469
1594,11,3,0,GKO,0.0443,0.0453,0.0477,0.0475,0.0482,0.0494,0.0491,0.0492,0.0488,0.0487
1595,12,3,0,GKO,0.0438,0.0447,0.0470,0.0456,0.0466,0.0467,0.0457,0.0484,0.0476,0.0472
1596,13,3,0,GKO,0.0418,0.0426,0.0446,0.0444,0.0444,0.0443,0.0422,0.0504,0.0516,0.0519
1597,14,3,0,GKO,0.0425,0.0429,0.0445,0.0431,0.0444,0.0428,0.0403,0.0434,0.0427,0.0408
1598,15,3,0,GKO,0.0431,0.0427,0.0438,0.0417,0.0429,0.0422,0.0370,0.0410,0.0360,0.0312
1599,16,3,0,GKO,0.0442,0.0438,0.0446,0.0419,0.0422,0.0403,0.0372,0.0337,0.0306,0.0278
1600,17,3,0,GKO,0.0453,0.0426,0.0425,0.0400,0.0397,0.0385,0.0345,0.0330,0.0288,0.0249
1601,18,3,0,GKO,0.0425,0.0405,0.0424,0.0404,0.0400,0.0387,0.0365,0.0375,0.0343,0.0313
1602,19,3,0,GKO,0.0331,0.0357,0.0365,0.0396,0.0379,0.0370,0.0355,0.0326,0.0321,0.0317
1603,20,3,0,GKO,0.0331,0.0339,0.0356,0.0386,0.0372,0.0360,0.0345,0.0322,0.0319,0.0302
1604,21,3,0,GKO,0.0318,0.0345,0.0351,0.0377,0.0366,0.0351,0.0329,0.0344,0.0326,0.0307
1605,22,3,0,GKO,0.0337,0.0363,0.0323,0.0344,0.0328,0.0320,0.0314,0.0313,0.0307,0.0297
1606,23,3,0,GKO,0.0339,0.0325,0.0338,0.0320,0.0302,0.0278,0.0281,0.0299,0.0292,0.0290
1607,24,3,0,GKO,0.0363,0.0364,0.0333,0.0328,0.0314,0.0288,0.0257,0.0293,0.0268,0.0238
1608,1,4,0,GKO,0.0309,0.0339,0.0315,0.0346,0.0329,0.0292,0.0268,0.0283,0.0261,0.0237
1609,2,4,0,GKO,0.0330,0.0359,0.0317,0.0350,0.0332,0.0318,0.0310,0.0335,0.0325,0.0317
1610,3,4,0,GKO,0.0358,0.0366,0.0334,0.0343,0.0333,0.0318,0.0318,0.0312,0.0309,0.0309
1611,4,4,0,GKO,0.0455,0.0444,0.0402,0.0393,0.0387,0.0363,0.0357,0.0310,0.0303,0.0296
1612,5,4,0,GKO,0.0433,0.0430,0.0432,0.0432,0.0458,0.0461,0.0492,0.0428,0.0451,0.0477
1613,6,4,0,GKO,0.0459,0.0434,0.0468,0.0446,0.0460,0.0500,0.0576,0.0521,0.0597,0.0672
1614,7,4,0,GKO,0.0501,0.0499,0.0510,0.0518,0.0543,0.0619,0.0771,0.0839,0.0911,0.0986
1615,8,4,0,GKO,0.0574,0.0550,0.0553,0.0540,0.0559,0.0611,0.0681,0.0685,0.0759,0.0838
1616,9,4,0,GKO,0.0612,0.0557,0.0538,0.0533,0.0539,0.0589,0.0597,0.0549,0.0577,0.0610
1617,10,4,0,GKO,0.0475,0.0478,0.0494,0.0502,0.0515,0.0533,0.0524,0.0475,0.0470,0.0469
1618,11,4,0,GKO,0.0443,0.0453,0.0477,0.0475,0.0482,0.0494,0.0491,0.0492,0.0488,0.0487
1619,12,4,0,GKO,0.0438,0.0447,0.0470,0.0456,0.0466,0.0467,0.0457,0.0484,0.0476,0.0472
1620,13,4,0,GKO,0.0418,0.0426,0.0446,0.0444,0.0444,0.0443,0.0422,0.0504,0.0516,0.0519
1621,14,4,0,GKO,0.0425,0.0429,0.0445,0.0431,0.0444,0.0428,0.0403,0.0434,0.0427,0.0408
1622,15,4,0,GKO,0.0431,0.0427,0.0438,0.0417,0.0429,0.0422,0.0370,0.0410,0.0360,0.0312
1623,16,4,0,GKO,0.0442,0.0438,0.0446,0.0419,0.0422,0.0403,0.0372,0.0337,0.0306,0.0278
1624,17,4,0,GKO,0.0453,0.0426,0.0425,0.0400,0.0397,0.0385,0.0345,0.0330,0.0288,0.0249
1625,18,4,0,GKO,0.0425,0.0405,0.0424,0.0404,0.0400,0.0387,0.0365,0.0375,0.0343,0.0313
1626,19,4,0,GKO,0.0331,0.0357,0.0365,0.0396,0.0379,0.0370,0.0355,0.0326,0.0321,0.0317
1627,20,4,0,GKO,0.0331,0.0339,0.0356,0.0386,0.0372,0.0360,0.0345,0.0322,0.0319,0.0302
1628,21,4,0,GKO,0.0318,0.0345,0.0351,0.0377,0.0366,0.0351,0.0329,0.0344,0.0326,0.0307
1629,22,4,0,GKO,0.0337,0.0363,0.0323,0.0344,0.0328,0.0320,0.0314,0.0313,0.0307,0.0297
1630,23,4,0,GKO,0.0339,0.0325,0.0338,0.0320,0.0302,0.0278,0.0281,0.0299,0.0292,0.0290
1631,24,4,0,GKO,0.0363,0.0364,0.0333,0.0328,0.0314,0.0288,0.0257,0.0293,0.0268,0.0238
1632,1,5,0,GKO,0.0352,0.0357,0.0364,0.0323,0.0327,0.0283,0.0265,0.0306,0.0319,0.0330
1633,2,5,0,GKO,0.0354,0.0357,0.0361,0.0327,0.0327,0.0304,0.0334,0.0331,0.0344,0.0359
1634,3,5,0,GKO,0.0358,0.0355,0.0351,0.0319,0.0322,0.0289,0.0301,0.0309,0.0324,0.0341
1635,4,5,0,GKO,0.0418,0.0409,0.0400,0.0367,0.0357,0.0320,0.0321,0.0299,0.0296,0.0291
1636,5,5,0,GKO,0.0373,0.0384,0.0395,0.0412,0.0416,0.0411,0.0433,0.0404,0.0397,0.0391
1637,6,5,0,GKO,0.0384,0.0402,0.0417,0.0418,0.0427,0.0440,0.0463,0.0481,0.0501,0.0523
1638,7,5,0,GKO,0.0511,0.0501,0.0493,0.0541,0.0568,0.0630,0.0687,0.0660,0.0667,0.0700
1639,8,5,0,GKO,0.0603,0.0560,0.0546,0.0555,0.0592,0.0646,0.0677,0.0736,0.0786,0.0839
1640,9,5,0,GKO,0.0554,0.0538,0.0540,0.0551,0.0566,0.0621,0.0642,0.0663,0.0698,0.0736
1641,10,5,0,GKO,0.0477,0.0493,0.0513,0.0526,0.0534,0.0572,0.0550,0.0554,0.0546,0.0540
1642,11,5,0,GKO,0.0440,0.0459,0.0482,0.0496,0.0504,0.0537,0.0526,0.0501,0.0483,0.0466
1643,12,5,0,GKO,0.0430,0.0446,0.0467,0.0478,0.0484,0.0502,0.0461,0.0479,0.0468,0.0459
1644,13,5,0,GKO,0.0402,0.0408,0.0418,0.0457,0.0451,0.0467,0.0503,0.0472,0.0478,0.0475
1645,14,5,0,GKO,0.0406,0.0417,0.0433,0.0439,0.0441,0.0442,0.0441,0.0443,0.0455,0.0453
1646,15,5,0,GKO,0.0462,0.0454,0.0451,0.0430,0.0416,0.0435,0.0381,0.0360,0.0314,0.0268
1647,16,5,0,GKO,0.0413,0.0417,0.0423,0.0423,0.0412,0.0408,0.0369,0.0336,0.0289,0.0242
1648,17,5,0,GKO,0.0412,0.0407,0.0409,0.0407,0.0386,0.0375,0.0351,0.0296,0.0254,0.0213
1649,18,5,0,GKO,0.0397,0.0397,0.0399,0.0404,0.0391,0.0373,0.0371,0.0369,0.0357,0.0347
1650,19,5,0,GKO,0.0387,0.0390,0.0395,0.0401,0.0379,0.0370,0.0352,0.0383,0.0379,0.0376
1651,20,5,0,GKO,0.0384,0.0384,0.0369,0.0387,0.0377,0.0354,0.0371,0.0381,0.0408,0.0422
1652,21,5,0,GKO,0.0376,0.0370,0.0365,0.0373,0.0365,0.0338,0.0325,0.0347,0.0345,0.0342
1653,22,5,0,GKO,0.0373,0.0371,0.0354,0.0334,0.0337,0.0313,0.0328,0.0352,0.0376,0.0396
1654,23,5,0,GKO,0.0380,0.0371,0.0323,0.0314,0.0308,0.0273,0.0272,0.0271,0.0264,0.0260
1655,24,5,0,GKO,0.0354,0.0353,0.0332,0.0318,0.0313,0.0297,0.0276,0.0267,0.0252,0.0231
1656,1,6,0,GKO,0.0354,0.0362,0.0365,0.0351,0.0366,0.0355,0.0331,0.0327,0.0297,0.0276
1657,2,6,0,GKO,0.0381,0.0386,0.0386,0.0359,0.0380,0.0359,0.0368,0.0328,0.0382,0.0384
1658,3,6,0,GKO,0.0377,0.0379,0.0376,0.0344,0.0364,0.0337,0.0348,0.0355,0.0367,0.0370
1659,4,6,0,GKO,0.0411,0.0415,0.0413,0.0376,0.0404,0.0372,0.0353,0.0322,0.0303,0.0284
1660,5,6,0,GKO,0.0342,0.0377,0.0408,0.0427,0.0464,0.0477,0.0471,0.0449,0.0339,0.0322
1661,6,6,0,GKO,0.0432,0.0444,0.0455,0.0446,0.0463,0.0544,0.0522,0.0519,0.0494,0.0467
1662,7,6,0,GKO,0.0394,0.0412,0.0432,0.0440,0.0484,0.0523,0.0611,0.0729,0.0792,0.0852
1663,8,6,0,GKO,0.0410,0.0421,0.0437,0.0457,0.0480,0.0516,0.0617,0.0652,0.0734,0.0813
1664,9,6,0,GKO,0.0462,0.0466,0.0463,0.0448,0.0465,0.0494,0.0542,0.0584,0.0639,0.0678
1665,10,6,0,GKO,0.0555,0.0480,0.0468,0.0454,0.0444,0.0464,0.0458,0.0456,0.0485,0.0422
1666,11,6,0,GKO,0.0533,0.0476,0.0442,0.0443,0.0419,0.0452,0.0447,0.0473,0.0461,0.0450
1667,12,6,0,GKO,0.0475,0.0464,0.0447,0.0440,0.0413,0.0428,0.0470,0.0432,0.0396,0.0485
1668,13,6,0,GKO,0.0422,0.0423,0.0419,0.0431,0.0404,0.0415,0.0436,0.0442,0.0450,0.0456
1669,14,6,0,GKO,0.0418,0.0419,0.0416,0.0428,0.0404,0.0388,0.0360,0.0359,0.0374,0.0330
1670,15,6,0,GKO,0.0436,0.0432,0.0424,0.0442,0.0403,0.0385,0.0391,0.0387,0.0386,0.0384
1671,16,6,0,GKO,0.0453,0.0453,0.0448,0.0446,0.0422,0.0385,0.0413,0.0369,0.0318,0.0310
1672,17,6,0,GKO,0.0469,0.0463,0.0452,0.0452,0.0439,0.0390,0.0328,0.0325,0.0302,0.0281
1673,18,6,0,GKO,0.0441,0.0444,0.0441,0.0448,0.0452,0.0417,0.0339,0.0329,0.0314,0.0276
1674,19,6,0,GKO,0.0424,0.0433,0.0438,0.0463,0.0449,0.0440,0.0433,0.0417,0.0397,0.0384
1675,20,6,0,GKO,0.0389,0.0401,0.0408,0.0427,0.0419,0.0397,0.0391,0.0375,0.0392,0.0359
1676,21,6,0,GKO,0.0381,0.0388,0.0391,0.0398,0.0391,0.0397,0.0350,0.0327,0.0332,0.0296
1677,22,6,0,GKO,0.0347,0.0357,0.0363,0.0367,0.0370,0.0348,0.0365,0.0354,0.0375,0.0390
1678,23,6,0,GKO,0.0357,0.0358,0.0355,0.0360,0.0343,0.0375,0.0323,0.0301,0.0309,0.0389
1679,24,6,0,GKO,0.0337,0.0347,0.0353,0.0353,0.0358,0.0342,0.0333,0.0389,0.0362,0.0342
1680,1,7,0,GKO,0.0392,0.0387,0.0379,0.0356,0.0362,0.0289,0.0303,0.0303,0.0275,0.0244
1681,2,7,0,GKO,0.0359,0.0362,0.0364,0.0364,0.0367,0.0348,0.0353,0.0387,0.0403,0.0417
1682,3,7,0,GKO,0.0379,0.0374,0.0368,0.0350,0.0354,0.0320,0.0341,0.0402,0.0408,0.0405
1683,4,7,0,GKO,0.0341,0.0351,0.0361,0.0381,0.0390,0.0487,0.0598,0.0641,0.0821,0.1015
1684,5,7,0,GKO,0.0323,0.0371,0.0421,0.0471,0.0540,0.0635,0.0771,0.0901,0.1015,0.1223
1685,6,7,0,GKO,0.0334,0.0413,0.0507,0.0563,0.0615,0.0717,0.0935,0.1079,0.1062,0.1203
1686,7,7,0,GKO,0.0338,0.0364,0.0389,0.0420,0.0443,0.0480,0.0500,0.0468,0.0503,0.0541
1687,8,7,0,GKO,0.0363,0.0378,0.0393,0.0417,0.0429,0.0481,0.0468,0.0440,0.0468,0.0490
1688,9,7,0,GKO,0.0371,0.0385,0.0400,0.0416,0.0438,0.0444,0.0424,0.0355,0.0344,0.0327
1689,10,7,0,GKO,0.0407,0.0410,0.0415,0.0424,0.0438,0.0438,0.0395,0.0348,0.0310,0.0265
1690,11,7,0,GKO,0.0471,0.0454,0.0436,0.0426,0.0401,0.0413,0.0386,0.0380,0.0395,0.0410
1691,12,7,0,GKO,0.0561,0.0530,0.0497,0.0466,0.0422,0.0405,0.0398,0.0359,0.0345,0.0320
1692,13,7,0,GKO,0.0545,0.0511,0.0472,0.0441,0.0383,0.0381,0.0373,0.0345,0.0353,0.0352
1693,14,7,0,GKO,0.0556,0.0520,0.0479,0.0450,0.0382,0.0385,0.0334,0.0337,0.0324,0.0288
1694,15,7,0,GKO,0.0482,0.0464,0.0445,0.0427,0.0409,0.0383,0.0343,0.0338,0.0302,0.0255
1695,16,7,0,GKO,0.0423,0.0423,0.0426,0.0412,0.0447,0.0369,0.0361,0.0326,0.0335,0.0228
1696,17,7,0,GKO,0.0415,0.0412,0.0409,0.0405,0.0413,0.0382,0.0336,0.0305,0.0261,0.0203
1697,18,7,0,GKO,0.0390,0.0397,0.0404,0.0424,0.0432,0.0441,0.0336,0.0306,0.0267,0.0214
1698,19,7,0,GKO,0.0418,0.0418,0.0418,0.0417,0.0426,0.0402,0.0368,0.0304,0.0265,0.0211
1699,20,7,0,GKO,0.0456,0.0443,0.0429,0.0417,0.0403,0.0385,0.0387,0.0376,0.0388,0.0395
1700,21,7,0,GKO,0.0421,0.0417,0.0415,0.0414,0.0424,0.0408,0.0336,0.0304,0.0222,0.0136
1701,22,7,0,GKO,0.0449,0.0430,0.0409,0.0394,0.0364,0.0350,0.0324,0.0355,0.0316,0.0296
1702,23,7,0,GKO,0.0419,0.0405,0.0391,0.0376,0.0363,0.0318,0.0314,0.0292,0.0278,0.0239
1703,24,7,0,GKO,0.0387,0.0381,0.0373,0.0369,0.0355,0.0339,0.0316,0.0349,0.0340,0.0323
1704,1,1,0,GMF,0.0299,0.0298,0.0291,0.0258,0.0235,0.0225,0.0221,0.0222,0.0246,0.0246
1705,2,1,0,GMF,0.0296,0.0294,0.0288,0.0266,0.0250,0.0247,0.0215,0.0220,0.0255,0.0255
1706,3,1,0,GMF,0.0294,0.0292,0.0285,0.0270,0.0254,0.0235,0.0208,0.0207,0.0247,0.0247
1707,4,1,0,GMF,0.0304,0.0302,0.0296,0.0291,0.0274,0.0258,0.0231,0.0223,0.0237,0.0237
1708,5,1,0,GMF,0.0355,0.0355,0.0352,0.0351,0.0339,0.0346,0.0343,0.0370,0.0380,0.0380
1709,6,1,0,GMF,0.0545,0.0543,0.0552,0.0510,0.0506,0.0514,0.0526,0.0550,0.0518,0.0518
1710,7,1,0,GMF,0.0549,0.0525,0.0527,0.0505,0.0504,0.0524,0.0605,0.0602,0.0440,0.0440
1711,8,1,0,GMF,0.0459,0.0462,0.0465,0.0478,0.0490,0.0507,0.0550,0.0570,0.0555,0.0555
1712,9,1,0,GMF,0.0459,0.0461,0.0463,0.0487,0.0485,0.0494,0.0521,0.0517,0.0496,0.0496
1713,10,1,0,GMF,0.0447,0.0449,0.0451,0.0479,0.0475,0.0467,0.0487,0.0507,0.0504,0.0504
1714,11,1,0,GMF,0.0423,0.0425,0.0426,0.0464,0.0462,0.0450,0.0463,0.0474,0.0478,0.0478
1715,12,1,0,GMF,0.0436,0.0438,0.0439,0.0452,0.0446,0.0434,0.0439,0.0452,0.0464,0.0464
1716,13,1,0,GMF,0.0427,0.0429,0.0430,0.0448,0.0442,0.0426,0.0429,0.0449,0.0466,0.0466
1717,14,1,0,GMF,0.0423,0.0424,0.0424,0.0438,0.0441,0.0420,0.0416,0.0409,0.0428,0.0428
1718,15,1,0,GMF,0.0419,0.0421,0.0421,0.0437,0.0443,0.0420,0.0401,0.0404,0.0439,0.0439
1719,16,1,0,GMF,0.0430,0.0432,0.0432,0.0441,0.0447,0.0432,0.0404,0.0385,0.0398,0.0398
1720,17,1,0,GMF,0.0436,0.0438,0.0439,0.0459,0.0466,0.0455,0.0415,0.0391,0.0392,0.0392
1721,18,1,0,GMF,0.0458,0.0460,0.0462,0.0473,0.0482,0.0478,0.0436,0.0410,0.0420,0.0420
1722,19,1,0,GMF,0.0453,0.0457,0.0458,0.0479,0.0492,0.0499,0.0470,0.0444,0.0442,0.0442
1723,20,1,0,GMF,0.0463,0.0466,0.0469,0.0476,0.0491,0.0513,0.0505,0.0474,0.0455,0.0455
1724,21,1,0,GMF,0.0455,0.0458,0.0461,0.0461,0.0480,0.0509,0.0518,0.0500,0.0496,0.0496
1725,22,1,0,GMF,0.0432,0.0434,0.0435,0.0423,0.0439,0.0465,0.0496,0.0494,0.0481,0.0481
1726,23,1,0,GMF,0.0417,0.0418,0.0419,0.0377,0.0379,0.0393,0.0409,0.0419,0.0437,0.0437
1727,24,1,0,GMF,0.0321,0.0319,0.0315,0.0277,0.0278,0.0289,0.0292,0.0307,0.0326,0.0326
1728,1,2,0,GMF,0.0299,0.0298,0.0291,0.0258,0.0235,0.0225,0.0221,0.0222,0.0246,0.0246
1729,2,2,0,GMF,0.0296,0.0294,0.0288,0.0266,0.0250,0.0247,0.0215,0.0220,0.0255,0.0255
1730,3,2,0,GMF,0.0294,0.0292,0.0285,0.0270,0.0254,0.0235,0.0208,0.0207,0.0247,0.0247
1731,4,2,0,GMF,0.0304,0.0302,0.0296,0.0291,0.0274,0.0258,0.0231,0.0223,0.0237,0.0237
1732,5,2,0,GMF,0.0355,0.0355,0.0352,0.0351,0.0339,0.0346,0.0343,0.0370,0.0380,0.0380
1733,6,2,0,GMF,0.0545,0.0543,0.0552,0.0510,0.0506,0.0514,0.0526,0.0550,0.0518,0.0518
1734,7,2,0,GMF,0.0549,0.0525,0.0527,0.0505,0.0504,0.0524,0.0605,0.0602,0.0440,0.0440
1735,8,2,0,GMF,0.0459,0.0462,0.0465,0.0478,0.0490,0.0507,0.0550,0.0570,0.0555,0.0555
1736,9,2,0,GMF,0.0459,0.0461,0.0463,0.0487,0.0485,0.0494,0.0521,0.0517,0.0496,0.0496
1737,10,2,0,GMF,0.0447,0.0449,0.0451,0.0479,0.0475,0.0467,0.0487,0.0507,0.0504,0.0504
1738,11,2,0,GMF,0.0423,0.0425,0.0426,0.0464,0.0462,0.0450,0.0463,0.0474,0.0478,0.0478
1739,12,2,0,GMF,0.0436,0.0438,0.0439,0.0452,0.0446,0.0434,0.0439,0.0452,0.0464,0.0464
1740,13,2,0,GMF,0.0427,0.0429,0.0430,0.0448,0.0442,0.0426,0.0429,0.0449,0.0466,0.0466
1741,14,2,0,GMF,0.0423,0.0424,0.0424,0.0438,0.0441,0.0420,0.0416,0.0409,0.0428,0.0428
1742,15,2,0,GMF,0.0419,0.0421,0.0421,0.0437,0.0443,0.0420,0.0401,0.0404,0.0439,0.0439
1743,16,2,0,GMF,0.0430,0.0432,0.0432,0.0441,0.0447,0.0432,0.0404,0.0385,0.0398,0.0398
1744,17,2,0,GMF,0.0436,0.0438,0.0439,0.0459,0.0466,0.0455,0.0415,0.0391,0.0392,0.0392
1745,18,2,0,GMF,0.0458,0.0460,0.0462,0.0473,0.0482,0.0478,0.0436,0.0410,0.0420,0.0420
1746,19,2,0,GMF,0.0453,0.0457,0.0458,0.0479,0.0492,0.0499,0.0470,0.0444,0.0442,0.0442
1747,20,2,0,GMF,0.0463,0.0466,0.0469,0.0476,0.0491,0.0513,0.0505,0.0474,0.0455,0.0455
1748,21,2,0,GMF,0.0455,0.0458,0.0461,0.0461,0.0480,0.0509,0.0518,0.0500,0.0496,0.0496
1749,22,2,0,GMF,0.0432,0.0434,0.0435,0.0423,0.0439,0.0465,0.0496,0.0494,0.0481,0.0481
1750,23,2,0,GMF,0.0417,0.0418,0.0419,0.0377,0.0379,0.0393,0.0409,0.0419,0.0437,0.0437
1751,24,2,0,GMF,0.0321,0.0319,0.0315,0.0277,0.0278,0.0289,0.0292,0.0307,0.0326,0.0326
1752,1,3,0,GMF,0.0299,0.0298,0.0291,0.0258,0.0235,0.0225,0.0221,0.0222,0.0246,0.0246
1753,2,3,0,GMF,0.0296,0.0294,0.0288,0.0266,0.0250,0.0247,0.0215,0.0220,0.0255,0.0255
1754,3,3,0,GMF,0.0294,0.0292,0.0285,0.0270,0.0254,0.0235,0.0208,0.0207,0.0247,0.0247
1755,4,3,0,GMF,0.0304,0.0302,0.0296,0.0291,0.0274,0.0258,0.0231,0.0223,0.0237,0.0237
1756,5,3,0,GMF,0.0355,0.0355,0.0352,0.0351,0.0339,0.0346,0.0343,0.0370,0.0380,0.0380
1757,6,3,0,GMF,0.0545,0.0543,0.0552,0.0510,0.0506,0.0514,0.0526,0.0550,0.0518,0.0518
1758,7,3,0,GMF,0.0549,0.0525,0.0527,0.0505,0.0504,0.0524,0.0605,0.0602,0.0440,0.0440
1759,8,3,0,GMF,0.0459,0.0462,0.0465,0.0478,0.0490,0.0507,0.0550,0.0570,0.0555,0.0555
1760,9,3,0,GMF,0.0459,0.0461,0.0463,0.0487,0.0485,0.0494,0.0521,0.0517,0.0496,0.0496
1761,10,3,0,GMF,0.0447,0.0449,0.0451,0.0479,0.0475,0.0467,0.0487,0.0507,0.0504,0.0504
1762,11,3,0,GMF,0.0423,0.0425,0.0426,0.0464,0.0462,0.0450,0.0463,0.0474,0.0478,0.0478
1763,12,3,0,GMF,0.0436,0.0438,0.0439,0.0452,0.0446,0.0434,0.0439,0.0452,0.0464,0.0464
1764,13,3,0,GMF,0.0427,0.0429,0.0430,0.0448,0.0442,0.0426,0.0429,0.0449,0.0466,0.0466
1765,14,3,0,GMF,0.0423,0.0424,0.0424,0.0438,0.0441,0.0420,0.0416,0.0409,0.0428,0.0428
1766,15,3,0,GMF,0.0419,0.0421,0.0421,0.0437,0.0443,0.0420,0.0401,0.0404,0.0439,0.0439
1767,16,3,0,GMF,0.0430,0.0432,0.0432,0.0441,0.0447,0.0432,0.0404,0.0385,0.0398,0.0398
1768,17,3,0,GMF,0.0436,0.0438,0.0439,0.0459,0.0466,0.0455,0.0415,0.0391,0.0392,0.0392
1769,18,3,0,GMF,0.0458,0.0460,0.0462,0.0473,0.0482,0.0478,0.0436,0.0410,0.0420,0.0420
1770,19,3,0,GMF,0.0453,0.0457,0.0458,0.0479,0.0492,0.0499,0.0470,0.0444,0.0442,0.0442
1771,20,3,0,GMF,0.0463,0.0466,0.0469,0.0476,0.0491,0.0513,0.0505,0.0474,0.0455,0.0455
1772,21,3,0,GMF,0.0455,0.0458,0.0461,0.0461,0.0480,0.0509,0.0518,0.0500,0.0496,0.0496
1773,22,3,0,GMF,0.0432,0.0434,0.0435,0.0423,0.0439,0.0465,0.0496,0.0494,0.0481,0.0481
1774,23,3,0,GMF,0.0417,0.0418,0.0419,0.0377,0.0379,0.0393,0.0409,0.0419,0.0437,0.0437
1775,24,3,0,GMF,0.0321,0.0319,0.0315,0.0277,0.0278,0.0289,0.0292,0.0307,0.0326,0.0326
1776,1,4,0,GMF,0.0299,0.0298,0.0291,0.0258,0.0235,0.0225,0.0221,0.0222,0.0246,0.0246
1777,2,4,0,GMF,0.0296,0.0294,0.0288,0.0266,0.0250,0.0247,0.0215,0.0220,0.0255,0.0255
1778,3,4,0,GMF,0.0294,0.0292,0.0285,0.0270,0.0254,0.0235,0.0208,0.0207,0.0247,0.0247
1779,4,4,0,GMF,0.0304,0.0302,0.0296,0.0291,0.0274,0.0258,0.0231,0.0223,0.0237,0.0237
1780,5,4,0,GMF,0.0355,0.0355,0.0352,0.0351,0.0339,0.0346,0.0343,0.0370,0.0380,0.0380
1781,6,4,0,GMF,0.0545,0.0543,0.0552,0.0510,0.0506,0.0514,0.0526,0.0550,0.0518,0.0518
1782,7,4,0,GMF,0.0549,0.0525,0.0527,0.0505,0.0504,0.0524,0.0605,0.0602,0.0440,0.0440
1783,8,4,0,GMF,0.0459,0.0462,0.0465,0.0478,0.0490,0.0507,0.0550,0.0570,0.0555,0.0555
1784,9,4,0,GMF,0.0459,0.0461,0.0463,0.0487,0.0485,0.0494,0.0521,0.0517,0.0496,0.0496
1785,10,4,0,GMF,0.0447,0.0449,0.0451,0.0479,0.0475,0.0467,0.0487,0.0507,0.0504,0.0504
1786,11,4,0,GMF,0.0423,0.0425,0.0426,0.0464,0.0462,0.0450,0.0463,0.0474,0.0478,0.0478
1787,12,4,0,GMF,0.0436,0.0438,0.0439,0.0452,0.0446,0.0434,0.0439,0.0452,0.0464,0.0464
